Date,Close,High,Low,Open,Volume,Adj Close,ticker,return,log_ret,SMA_10,SMA_50,trend_strength,volatility,atr,high_N,low_N
2025-01-31,263.1107177734375,266.5755696542428,262.7760500420943,265.01049259915686,7193800,263.1107177734375,JPM,-0.003467216329355649,-0.003473241053939729,260.9373352050781,243.000556640625,0.0681719799035261,0.009178005265936668,4.840082800287727,266.5755696542428,234.48616360632877
2025-02-03,262.6283874511719,263.96708831653945,257.59848892765325,257.72642625482933,8381400,262.6283874511719,JPM,-0.001833183863992005,-0.0018348662018691018,261.6903442382812,243.4541143798828,0.06943739035746437,0.009281134648421108,4.90547081806232,266.5755696542428,234.99833120229488
2025-02-04,263.7406921386719,265.610908234634,262.6480730786415,265.610908234634,5626000,263.7406921386719,JPM,0.004235279736113151,0.004226336182300603,262.17364807128905,243.96791412353517,0.06902891548559945,0.009089300249474996,4.729698748842417,266.5755696542428,234.99833120229488
2025-02-05,266.191650390625,266.39838077199465,264.12455685194567,264.6954835634121,5704400,266.191650390625,JPM,0.009293060665301,0.009250145845502052,262.920751953125,244.5759750366211,0.06891567368692333,0.008818638975015062,4.217145329444861,266.5755696542428,234.99833120229488
2025-02-06,272.5602722167969,272.6390352369144,266.93977073735846,268.1800329702387,7264400,272.5602722167969,JPM,0.023924949624926972,0.023643232549464217,263.9985870361328,245.2334585571289,0.06884762891665276,0.009657260141309717,4.346516451438954,272.6390352369144,234.99833120229488
2025-02-07,271.47747802734375,274.18437830877383,270.4045647932369,272.9244404702615,6857900,271.47747802734375,JPM,-0.003972677971908811,-0.003980590018670896,265.07740783691406,245.79505798339844,0.07102743842188437,0.009831876877353875,4.020282252924444,274.18437830877383,234.99833120229488
2025-02-10,266.7921447753906,271.8515727090942,265.36485782708667,271.8220440844745,8627400,266.7921447753906,JPM,-0.017258644385525046,-0.01740931083742381,265.58827514648436,246.22887176513672,0.07256361838406493,0.010275260453654941,4.125744929703793,274.18437830877383,235.25424655880607
2025-02-11,270.68017578125,271.8909092690704,265.4337240792701,266.0243265133115,7196400,270.68017578125,JPM,0.014573258928341604,0.014468089533005251,266.3609680175781,246.7467135620117,0.07246284068995744,0.010093092252121362,4.366904615797154,274.18437830877383,238.39427433379103
2025-02-12,271.13299560546875,272.1173230100422,268.9674632996918,269.78444182820084,6683900,271.13299560546875,JPM,0.0016728961510084073,0.0016714984188657379,267.23406677246095,247.27713745117188,0.07360568298492452,0.00998245694504792,4.3092502064189535,274.18437830877383,239.86090269206412
2025-02-13,271.9893493652344,272.62915615558643,269.51867802419144,271.1821937026794,8398700,271.9893493652344,JPM,0.0031584269478279747,0.003153449595085118,268.03038635253904,247.82605895996093,0.07428352411493588,0.009414279831156615,4.243863248759376,274.18437830877383,248.1883144429222
2025-02-14,272.2551574707031,274.8537966599428,272.11736723210043,273.02293176947063,5688600,272.2551574707031,JPM,0.0009772739487377002,0.0009767967274442438,268.9448303222656,248.44825775146484,0.07528442348426903,0.009417741251487095,4.187620440441187,274.8537966599428,248.1883144429222
2025-02-18,275.5625,275.5821757361664,271.6940700339416,272.4224928221831,7919800,275.5625,JPM,0.012147951796478873,0.012074757606822063,270.2382415771484,249.16461029052735,0.07647496044135564,0.008957126229795767,4.289569518951039,275.5821757361664,255.43297903333428
