Date,Close,High,Low,Open,Volume,Adj Close,ticker,return,log_ret,SMA_10,SMA_50,trend_strength,volatility,atr,high_N,low_N
2025-01-31,687.573974609375,703.6564047890081,683.9823881610954,689.3897407126141,19303900,687.573974609375,META,0.003173226990364153,0.003168202931112485,650.8347717285156,608.3449731445312,0.06179669410571246,0.017458370600258774,20.577646124044016,709.1335868447954,586.4501962447986
2025-02-03,695.8345947265625,702.3593313663864,673.6763331039097,674.3347681841834,21415700,695.8345947265625,META,0.012014154726959436,0.011942557651805515,659.2840270996094,611.2084204101562,0.06909056700227026,0.01712695677999532,21.385758035096337,709.1335868447954,587.1783838616758
2025-02-04,702.5489501953125,706.0607666337353,689.9982497177888,700.8628861544697,13826300,702.5489501953125,META,0.009649355636576873,0.009603097937743785,668.0365783691407,614.0727734375,0.07681145195169449,0.01713029222795717,21.123511410953288,709.1335868447954,587.1783838616758
2025-02-05,703.2274169921875,716.4665130283939,697.381087327231,701.9104857176951,17778200,703.2274169921875,META,0.0009657217432128551,0.0009652557339695714,676.1546203613282,616.8623742675782,0.08431446877789851,0.01521009764286867,20.476449419590804,716.4665130283939,587.1783838616758
2025-02-06,710.3307495117188,717.2246803609337,701.860544580122,704.2350030352095,13080700,710.3307495117188,META,0.010101046045549955,0.010050371438595263,683.691015625,619.8424877929688,0.08988563127236246,0.014010693876900331,21.045840755219608,717.2246803609337,587.1783838616758
2025-02-07,712.8548583984375,723.3204021183071,710.091294290037,715.1295132827424,16427100,712.8548583984375,META,0.0035534275947561866,0.0035471290873705704,690.3783874511719,622.9518371582031,0.09458664621358569,0.013335200953282726,20.472894812791147,723.3204021183071,587.1783838616758
2025-02-10,715.7281494140625,719.5192814719111,709.6722880239806,716.885419282827,12904300,715.7281494140625,META,0.004030681676323811,0.004022580241176856,696.1169799804687,625.99962890625,0.09796645714105412,0.013361628644517135,20.28618835592721,723.3204021183071,587.1783838616758
2025-02-11,718.12255859375,721.9735485962613,708.3852936539699,711.6576791372714,12998000,718.12255859375,META,0.0033454170855899967,0.003339833627051347,700.6533813476562,628.9272351074219,0.09988009063618714,0.012567686839258092,20.028220730880175,723.3204021183071,587.1783838616758
2025-02-12,723.6895751953125,725.4055376689322,710.9393285513713,713.6330486346045,12016500,723.6895751953125,META,0.007752181761932153,0.00772228799610603,705.5309875488281,632.0527099609375,0.10153286727677398,0.01010423171485705,19.960525251889514,725.4055376689322,602.2632108119018
2025-02-13,726.8621826171875,727.3011596897542,716.3666786322259,719.8386103490428,12569100,726.8621826171875,META,0.004383934121227062,0.004374352674784353,709.6773010253906,635.1395581054687,0.10254728434424316,0.007755800643434167,19.473094729806924,727.3011596897542,602.2632108119018
2025-02-14,734.9532470703125,739.1833564308025,723.9290101705715,724.447817848227,16901200,734.9532470703125,META,0.011131497341066554,0.01106999818878088,714.4152282714844,638.0191870117187,0.1039468041869293,0.00654328939247491,17.799857313441773,739.1833564308025,602.2632108119018
2025-02-18,714.7005615234375,735.2824901001159,704.7937097713013,734.2848205070356,21938700,714.7005615234375,META,-0.027556427062002564,-0.027943227858780666,716.3018249511719,640.0786682128906,0.10665047831473067,0.010534620694407476,18.33075660320773,739.1833564308025,607.5907866326766
2025-02-19,702.1300048828125,705.352458439168,693.7695281560459,702.4591920318235,17535500,702.1300048828125,META,-0.017588564102748006,-0.01774508088212227,716.2599304199218,641.8841467285156,0.1059287926369416,0.01198727938324395,18.729818724770244,739.1833564308025,617.9864744815644
2025-02-20,693.220703125,703.9855351233361,692.0234875447729,695.65501914406,12587400,693.220703125,META,-0.012688963149067423,-0.012770155605244055,715.2592590332031,643.608134765625,0.10335975821924945,0.012679856425638453,17.11216765834943,739.1833564308025,619.7024649482253
2025-02-21,681.9570922851562,702.2297473323455,680.7698629394665,694.956757343125,15660400,681.9570922851562,META,-0.016248232040774302,-0.016381682089012462,712.4218933105469,644.8109790039063,0.09914247548930771,0.013043464348466092,17.239729641561308,739.1833564308025,623.6432460146609
2025-02-24,666.572998046875,685.6684089004975,660.9062419977378,684.6807257344343,15677000,666.572998046875,META,-0.02255874220287235,-0.022817083253541624,707.7937072753906,645.9095043945313,0.09283934852174658,0.013884848535771876,16.95967025872438,739.1833564308025,623.6432460146609
2025-02-25,655.9677734375,666.4433044201521,640.3642060071343,664.4180058682373,20579700,655.9677734375,META,-0.015910072325835856,-0.01603799619291885,701.8176696777343,646.6812854003906,0.0840534954764772,0.013783118569742705,17.684404196138253,739.1833564308025,640.3642060071343
2025-02-26,672.1300048828125,681.4183061907152,656.466580376106,658.1127595320887,14488700,672.1300048828125,META,0.024638758335057798,0.024340119579382542,697.2184143066406,647.5099487304688,0.0739566232946834,0.014017542577400224,18.139054699856267,739.1833564308025,640.3642060071343
2025-02-27,656.7059936523438,687.0451587125867,656.0375721050787,680.859595335276,12500000,656.7059936523438,META,-0.02294795816050199,-0.023215361377950612,690.5200561523437,648.0678137207032,0.0646442134562191,0.014911513667942449,19.25644404462029,739.1833564308025,640.3642060071343
2025-02-28,666.642822265625,668.0694824508789,641.1024446071139,656.5064652824952,17534200,666.642822265625,META,0.015131320117875768,0.015017983551433071,684.4981201171875,649.0325598144532,0.05320024324600462,0.014888143499694818,20.23772476001279,739.1833564308025,640.3642060071343
2025-03-03,653.5234985351562,679.6624558029707,649.3233482384725,672.1100891704203,10843800,653.5234985351562,META,-0.019679689471315265,-0.01987591324227063,676.3551452636718,649.64732421875,0.040867422678428904,0.015399935554905583,21.70144719691049,739.1833564308025,640.3642060071343
2025-03-04,638.508544921875,648.2358235359192,622.196671295492,644.005714168679,21495200,638.508544921875,META,-0.022975384430608203,-0.023243432201072136,668.7359436035156,650.0575659179688,0.029253136601064943,0.015665952228593554,22.968488075294268,739.1833564308025,622.196671295492
2025-03-05,654.940185546875,657.9631539056292,636.1740213033428,639.5062648271543,13770000,654.940185546875,META,0.025734409908344302,0.025408853500156803,664.0169616699219,651.2404028320312,0.019507978163261178,0.016764328354581786,23.491554038488946,739.1833564308025,622.196671295492
2025-03-06,626.4666137695312,649.0438798563313,622.6555088997344,646.4898483233629,13446500,626.4666137695312,META,-0.04347507208397716,-0.04444842884600319,657.341552734375,651.88609375,0.008708299635552494,0.019046686746625664,25.01656800917554,739.1833564308025,622.196671295492
